FID_1_1,DBA_Edited,Yelp_Name,NOT_FOUND,CLOSED,Temp_CLOSE,TempOrPerm,Years_Open,GasStation,DollarStor,ChainFastF,PRIMARY_LI,Secondary_,ADDRESS,City,State,FullAddres,Lat,Long,lname,GEOID,BUFF_DIST,Count_Closed,Count_Open,Bus_Tot,Prop_Closed,DistDowntown
24,100-Westminster-Partners,100 Westminster Partners,1,0,0,0,NA,0,0,0,Parking,,30 Kennedy Plaza,Providence,RI,"30 Kennedy Plaza, Providence, RI",41.8251963,-71.4104901,Downtown,44007000800,0.25,6,78,84,0.071,0
237,3-STAR-MARKET,3 STAR MARKET,1,0,0,0,NA,0,0,0,FoodDisp,,334 Broadway St,Providence,RI,"334 Broadway St, Providence, RI",41.8197702,-71.4286803,Federal Hill,44007001100,0.25,0,20,20,0,0.597115429
457,401-Nutrition,401 Nutrition,0,0,0,0,NA,0,0,0,FoodDisp,,1224 Smith St,Providence,RI,"1224 Smith St, Providence, RI",41.8458708,-71.4519205,Mount Pleasant,44007002400,0.25,0,1,1,0,2.577838886
844,401-Pizza,401 Pizza,0,0,0,0,NA,0,0,0,FoodDisp,,609 Elmwood Ave,Providence,RI,"609 Elmwood Ave, Providence, RI",41.7954078,-71.4249966,Elmwood,44007000200,0.25,0,10,10,0,1.621452876
25,43-Weybosset-Street,43 Weybosset Street,1,0,0,0,NA,0,0,0,Parking,,43 Weybosset St,Providence,RI,"43 Weybosset St, Providence, RI",41.8240966,-71.409879,Downtown,44007000800,0.25,6,82,88,0.068,0
713,71-Milk-Store,71 Milk Store,1,0,0,0,NA,0,0,0,FoodDisp,,71 Hope St,Providence,RI,"71 Hope St, Providence, RI",41.8206801,-71.3956973,Fox Point,44007003700,0.25,3,27,30,0.1,0.603569903
26,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,10 Dorrance St,Providence,RI,"10 Dorrance St, Providence, RI",41.8239722,-71.4118003,Downtown,44007000800,0.25,6,104,110,0.055,0
27,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,141 Weybosset St,Providence,RI,"141 Weybosset St, Providence, RI",41.8228207,-71.4115579,Downtown,44007000800,0.25,7,107,114,0.061,0
831,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,270 Broad St,Providence,RI,"270 Broad St, Providence, RI",41.8154117,-71.4201031,Upper South Providence,44007000700,0.25,0,19,19,0,0.266105752
519,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,460 Smith St,Providence,RI,"460 Smith St, Providence, RI",41.8352609,-71.4264456,Smith Hill,44007002500,0.25,0,19,19,0,0.668201713
364,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,548 Atwells Ave,Providence,RI,"548 Atwells Ave, Providence, RI",41.8240488,-71.4354095,Olneyville,44007001900,0.25,0,21,21,0,1.060778826
363,7-Eleven,7-Eleven,0,0,0,0,NA,1,0,0,FoodDisp,,65 Manton Ave,Providence,RI,"65 Manton Ave, Providence, RI",41.8184633,-71.4443784,Olneyville,44007001900,0.25,1,25,26,0.038,1.684826664
324,A-&-A-AUTO-PARTS,A & A AUTO PARTS,1,0,0,0,NA,0,0,0,JunkShop,,381 Huntington Ave,Providence,RI,"381 Huntington Ave, Providence, RI",41.8055583,-71.4415434,Silver Lake,44007001400,0.25,1,16,17,0.059,1.828425116
0,A-&-B-Convenience-&-Deli,A & B Convenience & Deli,1,0,0,0,NA,0,0,0,FoodDisp,,1245 Chalkstone Ave,Providence,RI,"1245 Chalkstone Ave, Providence, RI",41.8328138,-71.450041,Mount Pleasant,44007002101,0.25,0,3,3,0,2.181801984
340,A-&-J-AUTO-REPAIR,A & J AUTO REPAIR,1,0,0,0,NA,0,0,0,MoVehRep,,613 Hartford Ave,Providence,RI,"613 Hartford Ave, Providence, RI",41.819793,-71.4650463,Hartford,44007001800,0.25,0,11,11,0,3.104557451
593,AAA-Car-Buying-Service,AAA Car Buying Service,1,0,0,0,NA,0,0,0,SecHandAut,,160 Royal Little Dr,Providence,RI,"160 Royal Little Dr, Providence, RI",41.8552587,-71.4101768,Charles,44007002900,0.25,0,7,7,0,1.407107677
3,ACADEMY-BEAUTY-SALON,Academy Beauty Salon - CLOSED,0,1,0,1,NA,0,0,0,SundaySale,,220 Academy Ave,Providence,RI,"220 Academy Ave, Providence, RI",41.8306972,-71.4444759,Mount Pleasant,44007002102,0.25,0,25,25,0,1.771432854
412,Academy-Cars,Academy Cars,0,0,0,0,NA,0,0,0,SecHandAut,MoVehRep,239 Academy Ave,Providence,RI,"239 Academy Ave, Providence, RI",41.831329,-71.4440596,Valley,44007002200,0.25,1,24,25,0.04,1.755740346
1,Academy-Farms,Academy Farm,0,0,0,0,NA,0,0,0,FoodDisp,,524 Academy Ave,Providence,RI,"524 Academy Ave, Providence, RI",41.8391564,-71.4451539,Mount Pleasant,44007002101,0.25,0,3,3,0,1.979270407
520,Accountemps,Accountemps,1,0,0,0,NA,0,0,0,EmplAgen,,275 Promenade St,Providence,RI,"275 Promenade St, Providence, RI",41.8297663,-71.4201959,Smith Hill,44007002500,0.25,1,25,26,0.038,0.165716616
529,Account-Search-Admin-Solutions,Account Search/Admin Solutions,1,0,0,0,NA,0,0,0,EmplAgen,,125 Whipple St,Providence,RI,"125 Whipple St, Providence, RI",41.8396071,-71.4188971,Smith Hill,44007002600,0.25,0,11,11,0,0.384383579
444,ACME-LIQUORS,Acme Liquors,0,0,0,0,NA,0,0,0,LiquorA,,1023 Chalkstone Ave,Providence,RI,"1023 Chalkstone Ave, Providence, RI",41.8324965,-71.4415608,Elmhurst,44007002300,0.25,1,30,31,0.032,1.618459751
714,Acoustic Java,Acoustic Java - CLOSED,0,1,0,1,0.75,0,0,0,FoodDisp,,204 S Main St,Providence,RI,"204 S Main St, Providence, RI",41.8231152,-71.4054859,Fox Point,44007003700,0.25,0,32,32,0,0.025693649
846,Acqua-Lounge,AQUA,0,0,0,0,NA,0,0,0,LiquorBvic,,963 Broad St,Providence,RI,"963 Broad St, Providence, RI",41.7981391,-71.4148867,Elmwood,44007000200,0.25,1,19,20,0.05,1.136736201
643,Act-II,Act II,0,0,0,0,NA,0,0,0,SecHandStore,,802 Hope St,Providence,RI,"802 Hope St, Providence, RI",41.8489648,-71.39531,Hope,44007003300,0.25,0,17,17,0,1.480082093
845,ADA-S-CREATIONS,Ada's Creations,0,0,0,0,NA,0,0,0,LiquorBvic,,1137 Broad St,Providence,RI,"1137 Broad St, Providence, RI",41.7946171,-71.4104442,Elmwood,44007000200,0.25,2,10,12,0.167,1.25153566
557,Admiral-Discount-Liquors,Admiral Discount Liquors,1,0,0,0,NA,0,0,0,LiquorA,,395 Admiral St,Providence,RI,"395 Admiral St, Providence, RI",41.8468041,-71.4289623,Wanskuck,44007002700,0.25,0,15,15,0,1.211100251
558,ADMIRAL-SUDS-LAUNDRY,ADMIRAL SUDS LAUNDRY,1,0,0,0,NA,0,0,0,Laundry,,361 Admiral St,Providence,RI,"361 Admiral St, Providence, RI",41.8460423,-71.4280175,Wanskuck,44007002700,0.25,0,13,13,0,1.127458912
871,Advantage-Employment-Service,Advantage Employment Serv,0,0,0,0,NA,0,0,0,EmplAgen,,192 Stanwood St,Providence,RI,"192 Stanwood St, Providence, RI",41.8018033,-71.425693,Elmwood,44007000300,0.25,0,11,11,0,1.256369592
893,African-Imports,African Import,0,0,0,0,NA,0,0,0,FoodDisp,,304 Prairie Ave,Providence,RI,"304 Prairie Ave, Providence, RI",41.8061486,-71.4148849,Upper South Providence,44007000400,0.25,0,2,2,0,0.656399385
2,AJ-S-SPORTS-BAR-&-GRILL,AJ'S Sports Bar & Grill,0,0,0,0,NA,0,0,0,LiquorBvic,,286 Academy Ave,Providence,RI,"286 Academy Ave, Providence, RI",41.8327413,-71.444621,Mount Pleasant,44007002101,0.25,1,22,23,0.043,1.822975131
28,Alchemy,Alchemy,0,0,0,0,NA,0,0,0,Entertain,,71 Richmond St,Providence,RI,"71 Richmond St, Providence, RI",41.8203136,-71.4115116,Downtown,44007000800,0.25,1,62,63,0.016,0
530,ALDI,ALDI,0,0,0,0,NA,0,0,0,FoodDisp,,539 Smith St,Providence,RI,"539 Smith St, Providence, RI",41.8365365,-71.4288232,Smith Hill,44007002600,0.25,0,15,15,0,0.854127944
29,Ale-House-Cigar-Bar,Ale House Cigar Bar,0,0,0,0,NA,0,0,0,LiquorBvic,,52 Pine St,Providence,RI,"52 Pine St, Providence, RI",41.8229376,-71.4093814,Downtown,44007000800,0.25,4,82,86,0.047,0
716,Aleppo Sweets,Aleppo Sweets,0,0,0,0,0.5,0,0,0,FoodDisp,,107 Ives St,Providence,RI,"107 Ives St, Providence, RI",41.821233,-71.3917267,Fox Point,44007003700,0.25,2,22,24,0.083,0.879316313
903,Alexandra-s-Green,Alexandra's Green Caf├⌐,0,0,0,0,NA,0,0,0,FoodDisp,,1293 Eddy St,Providence,RI,"1293 Eddy St, Providence, RI",41.7900149,-71.403249,Washington Park,44007000102,0.25,1,16,17,0.059,1.529253551
715,Al-Forno-Restaurant,Al Forno Restaurant,0,0,0,0,NA,0,0,0,LiquorBvic,,577 South Water,Providence,RI,"577 South Water, Providence, RI",41.8173139,-71.4006239,Fox Point,44007003700,0.25,2,13,15,0.133,0.211257488
872,ALIA-MARKET,ALIA MARKET,1,0,0,0,NA,0,0,0,FoodDisp,,384 Elmwood Ave,Providence,RI,"384 Elmwood Ave, Providence, RI",41.8015633,-71.4261659,Elmwood,44007000300,0.25,0,11,11,0,1.287932015
946,Alibi-Cafe,Alibi Cafe,0,0,0,0,NA,0,0,0,LiquorBvic,,18 Bassett St,Providence,RI,"18 Bassett St, Providence, RI",41.8178481,-71.4107566,Downtown,44007000600,0.25,0,21,21,0,0
414,Allston-Street-Auto,Allston Street Auto,1,0,0,0,NA,0,0,0,SecHandAut,,72 Allston St,Providence,RI,"72 Allston St, Providence, RI",41.8287829,-71.4394406,Valley,44007002200,0.25,0,14,14,0,1.400978423
238,Alpine-Auto-Sales,Alpine Auto Sales,1,0,0,0,NA,0,0,0,SecHandAut,,416 West Fountain St,Providence,RI,"416 West Fountain St, Providence, RI",41.8184925,-71.4234891,Federal Hill,44007001100,0.25,1,24,25,0.04,0.293611644
413,Al-s-Liquors,Al's Liquor Store,0,0,0,0,NA,0,0,0,LiquorA,,695 Atwells Ave,Providence,RI,"695 Atwells Ave, Providence, RI",41.8247497,-71.4400732,Valley,44007002200,0.25,0,24,24,0,1.386776078
298,Aluminum-&-Copper-Recycling,Aluminum & Copper Recycling,0,0,0,0,NA,0,0,0,JunkShop,,68 Salem St,Providence,RI,"68 Salem St, Providence, RI",41.8048933,-71.4327028,West End,44007001400,0.25,0,6,6,0,1.388525987
480,Al-Webster-Food-Market,Al Webster Food Market,1,0,0,0,NA,0,0,0,FoodDisp,,249 Webster Ave,Providence,RI,"249 Webster Ave, Providence, RI",41.8077911,-71.4483277,Silver Lake,44007001600,0.25,2,6,8,0.25,2.162409404
957,Amazing-Superstore,Amazing Intimate Essentials,0,0,0,0,NA,0,0,0,SundaySale,,15 Thurbers Ave,Providence,RI,"15 Thurbers Ave, Providence, RI",41.8012929,-71.4014252,Lower South Providence,44007000600,0.25,0,3,3,0,0.751954117
31,American-Eagle,American Eagle Outfitters,0,0,0,0,NA,0,0,0,SundaySale,,1 Providence Place Mal,Providence,RI,"1 Providence Place Mal, Providence, RI",41.8291881,-71.4168073,Downtown,44007000800,0.25,1,33,34,0.029,0
531,American-Labor-Services,American Labor Services,0,0,0,0,NA,0,0,0,EmplAgen,,515 Smith St,Providence,RI,"515 Smith St, Providence, RI",41.8363029,-71.4276916,Smith Hill,44007002600,0.25,0,18,18,0,0.776060561
532,American-Lithuanian-Club,American Lithuanian Citizens Beneficial Club,0,0,0,0,NA,0,0,0,LiquorD,,475 Smith St,Providence,RI,"475 Smith St, Providence, RI",41.8357969,-71.4265458,Smith Hill,44007002600,0.25,0,19,19,0,0.689396999
327,American-Safety-Programs-&Training,American Safety Programs and Training,0,0,0,0,NA,0,0,0,FoodDisp,,150 Niantic Ave,Providence,RI,"150 Niantic Ave, Providence, RI",41.798909,-71.438853,Reservoir,44007001500,0.25,0,2,2,0,1.982317771
341,America-s-Market,America's Food Basket,0,0,0,0,NA,0,0,0,FoodDisp,,501 Hartford Ave,Providence,RI,"501 Hartford Ave, Providence, RI",41.8190472,-71.4604669,Hartford,44007001800,0.25,0,17,17,0,2.790471762
717,Amy-s-Place,Amy's Place,0,0,0,0,NA,0,0,0,FoodDisp,,214 Wickenden St,Providence,RI,"214 Wickenden St, Providence, RI",41.8195661,-71.3990039,Fox Point,44007003700,0.25,2,21,23,0.087,0.377047827
188,Andino-s-Restaurant,Andino's,0,0,0,0,NA,0,0,0,LiquorBvic,,171 Atwells Ave,Providence,RI,"171 Atwells Ave, Providence, RI",41.8235445,-71.4237245,Federal Hill,44007000900,0.25,3,34,37,0.081,0.256119758
189,Angelo-s-Civita-Farnese-Restaurant,Angelo's Civita Farnese,0,0,0,0,NA,0,0,0,LiquorBvic,,141 Atwells Ave,Providence,RI,"141 Atwells Ave, Providence, RI",41.8234495,-71.4227974,Federal Hill,44007000900,0.25,2,32,34,0.059,0.192731034
718,ANGKOR-RESTAURANT,Angkor Restaurant,0,0,0,0,NA,0,0,0,FoodDisp,,10 Traverse St,Providence,RI,"10 Traverse St, Providence, RI",41.8190838,-71.3993357,Fox Point,44007003700,0.25,2,20,22,0.091,0.350288509
365,Anthony-s,Anthony's Authentic Italian Cuisine,0,0,0,0,NA,0,0,0,LiquorA,,219 Manton Ave,Providence,RI,"219 Manton Ave, Providence, RI",41.8211748,-71.4477844,Olneyville,44007001900,0.25,0,19,19,0,1.90804801
366,Antojitos-De-Mi-Tierra,Antojitos De Mi Tierra,0,0,0,0,NA,0,0,0,FoodDisp,,95 Manton Ave,Providence,RI,"95 Manton Ave, Providence, RI",41.818556,-71.4451264,Olneyville,44007001900,0.25,1,26,27,0.037,1.735467122
342,Antojitos-El-Qutezal,Antojitos El Qutezal,0,0,0,0,NA,0,0,0,FoodDisp,,447 Hartford Ave,Providence,RI,"447 Hartford Ave, Providence, RI",41.8187152,-71.4585959,Hartford,44007001800,0.25,0,15,15,0,2.66275814
594,Antone-Auto-Body-&-Sales,Antone Auto Body & Sales,0,0,0,0,NA,0,0,0,SecHandAut,,650 Charles St,Providence,RI,"650 Charles St, Providence, RI",41.854416,-71.420809,Charles,44007002900,0.25,1,6,7,0.143,1.400750776
760,APB-Vapes,APB Vapes,0,0,0,0,NA,0,0,0,Tobacco,,281 Thayer St,Providence,RI,"281 Thayer St, Providence, RI",41.8296182,-71.4005932,College Hill,44007003601,0.25,1,26,27,0.037,0.565193785
299,Appliance-Services-Express,Appliance Services Express,1,0,0,0,NA,0,0,0,SecHandStore,,735 Cranston St,Providence,RI,"735 Cranston St, Providence, RI",41.804726,-71.438513,West End,44007001400,0.25,0,12,12,0,1.692039595
873,Apsara-Asian-Restaurant,Apsara Restaurant,0,0,0,0,NA,0,0,0,FoodDisp,,716 Public St,Providence,RI,"716 Public St, Providence, RI",41.8020772,-71.4255608,Elmwood,44007000300,0.25,0,11,11,0,1.235465088
781,AREA-502-Restaurant-&-Lounge,Area Restaurant & Lounge,0,0,0,0,NA,0,0,0,LiquorBvic,,319 Pocasset Ave,Providence,RI,"319 Pocasset Ave, Providence, RI",41.8060458,-71.4578113,Silver Lake,44007001700,0.25,0,8,8,0,2.811205154
415,AR-Kevin-Market,AR Kevin Market,1,0,0,0,NA,0,0,0,FoodDisp,,103 Academy Ave,Providence,RI,"103 Academy Ave, Providence, RI",41.8275623,-71.4435459,Valley,44007002200,0.25,1,13,14,0.071,1.655225317
847,Armando-&-Sons-Meat-Market,Armando & Sons Meat Market,0,0,0,0,NA,0,0,0,FoodDisp,,895 Elmwood Ave,Providence,RI,"895 Elmwood Ave, Providence, RI",41.7879895,-71.4211699,Elmwood,44007000200,0.25,1,4,5,0.2,1.962691055
416,ARM-MARKET,Arm Market,1,0,0,0,NA,0,0,0,FoodDisp,,29 Academy Ave,Providence,RI,"29 Academy Ave, Providence, RI",41.8255741,-71.4433148,Valley,44007002200,0.25,0,17,17,0,1.616275034
343,Arrow-Auto-Sales,Arrow Auto Sales,0,0,0,0,NA,0,0,0,SecHandAut,,433 Hartford Ave,Providence,RI,"433 Hartford Ave, Providence, RI",41.818761,-71.4583097,Hartford,44007001800,0.25,0,14,14,0,2.642779429
947,ART-BAR,Art Bar,0,0,0,0,NA,0,0,0,Entertain,,171 Chestnut St,Providence,RI,"171 Chestnut St, Providence, RI",41.8178348,-71.4096666,Downtown,44007000600,0.25,0,17,17,0,0
32,AS220,AS220 Food & Drink,0,0,0,0,NA,0,0,0,Entertain,,115 Empire St,Providence,RI,"115 Empire St, Providence, RI",41.821816,-71.41595,Downtown,44007000800,0.25,6,70,76,0.079,0
848,ASIAN-STAR-MARKET,Asian Star Market,0,0,0,0,NA,0,0,0,FoodDisp,,678 Elmwood Ave,Providence,RI,"678 Elmwood Ave, Providence, RI",41.793951,-71.4235819,Elmwood,44007000200,0.25,0,10,10,0,1.670932004
948,ASKEW,Askew Prov,0,0,0,0,NA,0,0,0,FoodDisp,,150 Chestnut St,Providence,RI,"150 Chestnut St, Providence, RI",41.8183831,-71.4101067,Downtown,44007000600,0.25,0,26,26,0,0
481,Atlantic-Bays-Auto-&-Service,Atlantic Bays Auto Sales Services,0,0,0,0,NA,0,0,0,SecHandAut,,61 Pilsudski St,Providence,RI,"61 Pilsudski St, Providence, RI",41.813103,-71.444074,Silver Lake,44007001600,0.25,0,17,17,0,1.748866568
556,A-TO-Z-LIQUORS,A to Z Liquors,0,0,0,0,NA,0,0,0,LiquorA,,319 Douglas Ave,Providence,RI,"319 Douglas Ave, Providence, RI",41.8394984,-71.4256871,Wanskuck,44007002700,0.25,0,10,10,0,0.727431357
4,Atwells-Laundromat,Atwells Laundromat,0,0,0,0,NA,0,0,0,Laundry,,1117 Atwells Ave,Providence,RI,"1117 Atwells Ave, Providence, RI",41.8255464,-71.4544024,Mount Pleasant,44007002102,0.25,0,18,18,0,2.379080661
5,Atwells-Market,Atwells Market,0,0,0,0,NA,0,0,0,FoodDisp,,1119 Atwells Ave,Providence,RI,"1119 Atwells Ave, Providence, RI",41.8255618,-71.4544952,Mount Pleasant,44007002102,0.25,0,17,17,0,2.385570445
190,Atwells-Mini-Mart,Atwells Minimart,0,0,0,0,NA,0,0,0,FoodDisp,,194 Atwells Ave,Providence,RI,"194 Atwells Ave, Providence, RI",41.8232347,-71.4244895,Federal Hill,44007000900,0.25,3,37,40,0.075,0.303625162
417,Atwells-Shell,Atwells Shell,1,0,0,0,NA,1,0,0,FoodDisp,,286 Valley St,Providence,RI,"286 Valley St, Providence, RI",41.8247609,-71.4396766,Valley,44007002200,0.25,0,23,23,0,1.359581336
942,AU-BON-PAIN,Au Bon Pain,0,0,0,0,NA,0,0,0,FoodDisp,,593 Eddy St,Providence,RI,"593 Eddy St, Providence, RI",41.811174,-71.4110803,Upper South Providence,44007000600,0.25,0,2,2,0,0.241074369
239,Aurora-Club,Aurora Civic Association,0,0,0,0,NA,0,0,0,LiquorD,,289 Broadway,Providence,RI,"289 Broadway, Providence, RI",41.8205821,-71.4273693,Federal Hill,44007001100,0.25,3,41,44,0.068,0.498706195
271,AutoZone,AutoZone Auto Parts,0,0,0,0,NA,0,0,0,SundaySale,,79 Elmwood Ave,Providence,RI,"79 Elmwood Ave, Providence, RI",41.8103466,-71.4244515,West End,44007001200,0.25,0,16,16,0,0.727885077
367,AutoZone,AutoZone Auto Parts,0,0,0,0,NA,0,0,0,SundaySale,,81 Manton Ave,Providence,RI,"81 Manton Ave, Providence, RI",41.8184807,-71.4449459,Olneyville,44007001900,0.25,1,26,27,0.037,1.723668659
368,AutoZone-#5165,AutoZone Auto Parts,0,0,0,0,NA,0,0,0,SundaySale,,81 Manton Ave,Providence,RI,"81 Manton Ave, Providence, RI",41.8184807,-71.4449459,Olneyville,44007001900,0.25,1,26,27,0.037,1.723668659
272,autozone-#5297,AutoZone Auto Parts,0,0,0,0,NA,0,0,0,SundaySale,,79 Elmwood Ave,Providence,RI,"79 Elmwood Ave, Providence, RI",41.8103466,-71.4244515,West End,44007001200,0.25,0,16,16,0,0.727885077
634,Avenue N Providence,Avenue N Providence,0,0,0,0,0.5,0,0,0,LiquorBvic,,959 Hope St,Providence,RI,"959 Hope St, Providence, RI",41.8531599,-71.3928051,Blackstone,44007003300,0.25,0,5,5,0,1.804254242
696,Avon-Cinema,Avon Cinema,0,0,0,0,NA,0,0,0,Entertain,,260 Thayer St,Providence,RI,"260 Thayer St, Providence, RI",41.8289572,-71.4010742,College Hill,44007003602,0.25,1,26,27,0.037,0.511386793
719,Bacaro-Restaurant,Bacaro,0,0,0,0,NA,0,0,0,LiquorBvic,,262 South Water St,Providence,RI,"262 South Water St, Providence, RI",41.8217487,-71.4050844,Fox Point,44007003700,0.25,1,20,21,0.048,0.012400997
761,Bajas-Taqueria,bajas taqueria,0,0,0,0,NA,0,0,0,FoodDisp,,227 Thayer St,Providence,RI,"227 Thayer St, Providence, RI",41.8279281,-71.4004334,College Hill,44007003601,0.25,1,27,28,0.036,0.498093197
762,Baja-s-Tex-Mex-Grill,Bajas Tex Mex Grill,0,0,0,0,NA,0,0,0,FoodDisp,,273 Thayer St,Providence,RI,"273 Thayer St, Providence, RI",41.8294405,-71.4005633,College Hill,44007003601,0.25,1,26,27,0.037,0.559630537
720,Bar Verde,Bar Verde,0,0,0,0,1,0,0,0,LiquorBvic,,334 S Water St,Providence,RI,"334 S Water St, Providence, RI",41.8207935,-71.404162,Fox Point,44007003700,0.25,1,11,12,0.083,0.02816572
33,Bar-Louie,Bar Louie - CLOSED,0,1,0,1,10,0,0,0,LiquorBvic,,1 Union Station,Providence,RI,"1 Union Station, Providence, RI",41.825757,-71.4133,Downtown,44007000800,0.25,6,87,93,0.065,0
34,Barnaby's Public House,Barnaby's Public House,0,0,0,0,0.5,0,0,0,LiquorBvic,,385 Westminster St,Providence,RI,"385 Westminster St, Providence, RI",41.8213772,-71.41514,Downtown,44007000800,0.25,5,76,81,0.062,0
290,Baron-Market,Baron Market,1,0,0,0,NA,0,0,0,FoodDisp,,77 Union Ave,Providence,RI,"77 Union Ave, Providence, RI",41.8094503,-71.4382295,West End,44007001300,0.25,0,9,9,0,1.489874615
35,Bath-&-Body-Works-#1378,Bath & Body Works,0,0,0,0,NA,0,0,0,SundaySale,,10 Providence Place,Providence,RI,"10 Providence Place, Providence, RI",41.828356,-71.415929,Downtown,44007000800,0.25,4,40,44,0.091,0
240,Bayberry-Beer-Hall,Bayberry Beer Hall,0,0,0,0,NA,0,0,0,LiquorBlim,,381 West Fountain St,Providence,RI,"381 West Fountain St, Providence, RI",41.819241,-71.42218,Federal Hill,44007001100,0.25,1,22,23,0.043,0.189319981
721,Bee-s-Thai-Cuisine,Bee's Thai Cuisine,0,0,0,0,NA,0,0,0,FoodDisp,,167 Ives St,Providence,RI,"167 Ives St, Providence, RI",41.8229194,-71.3919973,Fox Point,44007003700,0.25,2,18,20,0.1,0.878472351
36,Beneficent-Congregational-Church-Lot,Beneficent Congregational Church Lot,1,0,0,0,NA,0,0,0,Parking,,300 Weybosset St,Providence,RI,"300 Weybosset St, Providence, RI",41.820239,-71.413616,Downtown,44007000800,0.25,5,62,67,0.075,0
697,BERKS-SHOES-&-CLOTHING,Berk's Shoes & Clothing Store,0,0,0,0,NA,0,0,0,SundaySale,,272 Thayer St,Providence,RI,"272 Thayer St, Providence, RI",41.829314,-71.401002,College Hill,44007003602,0.25,1,26,27,0.037,0.529933958
37,Berri,Berri,0,0,0,0,0.5,0,0,0,LiquorBvic,,187 Mathewson St,Providence,RI,"187 Mathewson St, Providence, RI",41.8215951,-71.412986,Downtown,44007000800,0.25,5,99,104,0.048,0
241,Big-King,Big King,0,0,0,0,NA,0,0,0,LiquorBvic,,3 Luongo Memorial Sq,Providence,RI,"3 Luongo Memorial Sq, Providence, RI",41.818626,-71.426326,Federal Hill,44007001100,0.25,1,27,28,0.036,0.465426013
459,BIG-TONY-S-PIZZA,Big Tony's,0,0,0,0,NA,0,0,0,FoodDisp,,525 Eaton St,Providence,RI,"525 Eaton St, Providence, RI",41.8438118,-71.4471207,Elmhurst,44007002400,0.25,0,6,6,0,2.21645301
722,Bin-312-Wine-Cellar,Bin 312,0,0,0,0,NA,0,0,0,LiquorA,,312 South Main St,Providence,RI,"312 South Main St, Providence, RI",41.8219666,-71.4044141,Fox Point,44007003700,0.25,1,15,16,0.063,0.05636211
38,BIRCH,Birch - CLOSED,0,1,0,1,1,0,0,0,LiquorBvic,,200 Washington St,Providence,RI,"200 Washington St, Providence, RI",41.8220181,-71.4159978,Downtown,44007000800,0.25,5,70,75,0.067,0
39,Blake-s-Tavern,Blake's Tavern,0,0,0,0,NA,0,0,0,Expansion,,122 Washington St,Providence,RI,"122 Washington St, Providence, RI",41.822832,-71.414829,Downtown,44007000800,0.25,8,93,101,0.079,0
40,Blanca-Santamaria,Blanca Santamaria,1,0,0,0,NA,0,0,0,YardSale,,25 Dorrance St,Providence,RI,"25 Dorrance St, Providence, RI",41.8239932,-71.4129367,Downtown,44007000800,0.25,9,109,118,0.076,0
664,Blue-Cottage,The Blue Cottage,0,0,0,0,NA,0,0,0,FoodDisp,,748 Hope St,Providence,RI,"748 Hope St, Providence, RI",41.8473144,-71.3960406,Hope,44007003300,0.25,0,17,17,0,1.368147787
698,BLUE-STATE-COFFEE,Blue State Coffee,0,0,0,0,NA,0,0,0,FoodDisp,,300 Thayer St,Providence,RI,"300 Thayer St, Providence, RI",41.8302163,-71.4010852,College Hill,44007003602,0.25,1,26,27,0.037,0.562811883
418,BONILLA-APPLIANCE,Bonilla Appliance,0,0,0,0,NA,0,0,0,SecHandStore,,952 Chalkstone Ave,Providence,RI,"952 Chalkstone Ave, Providence, RI",41.8323913,-71.4389311,Valley,44007002200,0.25,0,22,22,0,1.447123578
595,BORELLI-S-BAKERY,Borrelli's Bakery,0,0,0,0,NA,0,0,0,FoodDisp,,805 Charles St,Providence,RI,"805 Charles St, Providence, RI",41.858344,-71.4213234,Charles,44007002900,0.25,0,1,1,0,1.67392053
460,Botannica-Papa-Boco,Botannica Papa Boco,0,0,0,0,NA,0,0,0,SundaySale,,838 Admiral St,Providence,RI,"838 Admiral St, Providence, RI",41.8514019,-71.444674,Elmhurst,44007002400,0.25,0,0,0,#DIV/0!,2.276482714
690,BOTTLES,Bottles Fine Wine,0,0,0,0,NA,0,0,0,LiquorA,,141 Pitman St,Providence,RI,"141 Pitman St, Providence, RI",41.8255379,-71.3867784,Fox Point,44007003500,0.25,0,8,8,0,1.273653552
596,BP-Gas-Station,BP Station,0,0,0,0,NA,0,0,0,FoodDisp,,414 Smithfield Ave,Providence,RI,"414 Smithfield Ave, Providence, RI",41.8572143,-71.4111045,Charles,44007002900,0.25,0,6,6,0,1.539756536
817,Brass-Monkey,Brass Monkey,0,0,0,0,NA,0,0,0,LiquorBvic,,800 Allens Ave,Providence,RI,"800 Allens Ave, Providence, RI",41.7931224,-71.3970495,Washington Park,44007000101,0.25,0,5,5,0,1.347957476
41,Bravo-Brasserie,Bravo Brasserie - CLOSED,0,1,0,1,15,0,0,0,LiquorBvic,,202 Washington St,Providence,RI,"202 Washington St, Providence, RI",41.8218904,-71.4161,Downtown,44007000800,0.25,5,70,75,0.067,0
369,BR-Market,Br Market,0,0,0,0,NA,0,0,0,FoodDisp,,352 Manton Ave,Providence,RI,"352 Manton Ave, Providence, RI",41.8236725,-71.4517537,Olneyville,44007001900,0.25,0,26,26,0,2.188150555
